lorentzForce,siteDistance,vAve,,
2,-1.6,-0.563095,,
2,-1.7,-0.573011,,
2,-1.8,-0.580944,,
2,-1.9,-0.512582,,
2,-2,-0.529133,,
2,0,-0.1774056,,
2,0.1,-0.1721022,,
2,0.2,-0.1625344,,
2,0.3,-0.1615748,,
2,0.4,-0.1574726,,
2,0.5,-0.152488,,
2,0.6,-1.83E-05,,
2,0.7,0.0003818,,
2,0.8,-0.0090608,,
2,0.9,-0.0169534,,
2,1,-0.0032644,,
2,1.1,-0.2101948,,
2,1.2,-0.1175717,,
2,1.3,-0.112465,,
2,1.4,-0.1075722,,
2,1.5,-0.1108867,,
2,1.6,-0.279048,,
2,1.7,-0.272866,,
2,1.8,-0.261138,,
2,1.9,-0.2573137,,
2,2,-0.246422,,
2.02,-0.1,-0.182056,,
2.02,-0.2,-0.1874587,,
2.02,-0.3,-0.1924572,,
2.02,-0.4,-0.1975654,,
2.02,-0.5,-0.2024421,,
2.02,-0.6,-0.1917839,,
2.02,-0.7,-0.2124748,,
2.02,-0.8,-0.1785657,,
2.02,-0.9,-0.1572857,,
2.02,-1,-0.1726862,,
2.02,-1.1,-0.1597566,,
2.02,-1.2,-0.1680112,,
2.02,-1.3,-0.1889053,,
2.02,-1.4,-0.0497817,,
2.02,-1.5,-0.1658948,,
2.02,-1.6,-0.325986,,
2.02,-1.7,-0.3079273,,
2.02,-1.8,-0.3142423,,
2.02,-1.9,-0.3208099,,
2.02,-2,-0.3304428,,
2.02,0,-0.1765289,,
2.02,0.1,-0.1724173,,
2.02,0.2,-0.1457105,,
2.02,0.3,-0.1302975,,
2.02,0.4,-0.1269751,,
2.02,0.5,-0.1262892,,
2.02,0.6,-0.1279904,,
2.02,0.7,-0.127887,,
2.02,0.8,-0.1316308,,
2.02,0.9,-0.1309518,,
2.02,1,-0.1275448,,
2.02,1.1,-0.1224913,,
2.02,1.2,-0.117431,,
2.02,1.3,-0.1121793,,
2.02,1.4,-0.1891604,,
2.02,1.5,-0.24546,,
2.02,1.6,-0.226176,,
2.02,1.7,-0.1987239,,
2.02,1.8,-0.17779551,,
2.02,1.9,-0.166556,,
2.02,2,-0.1463209,,
2.04,-0.1,-0.1428341,,
2.04,-0.2,-0.1480322,,
2.04,-0.3,-0.1533571,,
2.04,-0.4,-0.1610954,,
2.04,-0.5,-0.1663613,,
2.04,-0.6,-0.1706921,,
2.04,-0.7,-0.1750939,,
2.04,-0.8,-0.176585,,
2.04,-0.9,-0.1728296,,
2.04,-1,-0.0026328,,
2.04,-1.1,-0.0021121,,
2.04,-1.2,-0.0020076,,
2.04,-1.3,-0.0021892,,
2.04,-1.4,-0.0025961,,
2.04,-1.5,-0.0035368,,
2.04,-1.6,-0.0041734,,
2.04,-1.7,-0.0055456,,
2.04,-1.8,-0.007813,,
2.04,-1.9,-0.0239415,,
2.04,-2,-0.0378832,,
2.04,0,-0.1356096,,
2.04,0.1,-0.1308857,,
2.04,0.2,-0.1260269,,
2.04,0.3,-0.1236315,,
2.04,0.4,-0.1210439,,
2.04,0.5,-0.1211908,,
2.04,0.6,-0.1211986,,
2.04,0.7,-0.126433,,
2.04,0.8,-0.1304549,,
2.04,0.9,-0.1319141,,
2.04,1,-0.14351548,,
2.04,1.1,-0.144528,,
2.04,1.2,-0.14257301,,
2.04,1.3,-0.138324479,,
2.04,1.4,-0.132341973,,
2.04,1.5,-0.1245829,,
2.04,1.6,-0.11759797,,
2.04,1.7,-0.0156022,,
2.04,1.8,-0.0074562,,
2.04,1.9,2.93E-05,,
2.04,2,0.0002878,,
2.06,-0.1,-0.0144992,,
2.06,-0.2,-0.0166922,,
2.06,-0.3,-0.01891311,,
2.06,-0.4,-0.02034733,,
2.06,-0.5,-0.01971756,,
2.06,-0.6,-0.0180668,,
2.06,-0.7,-0.015916,,
2.06,-0.8,-0.014273,,
2.06,-0.9,-0.0131966,,
2.06,-1,-0.0110685,,
2.06,-1.1,-0.0091314,,
2.06,-1.2,-0.0073022,,
2.06,-1.3,-0.0069712,,
2.06,-1.4,-0.0078981,,
2.06,-1.5,-0.0088988,,
2.06,-1.6,-0.0106128,,
2.06,-1.7,-0.0131737,,
2.06,-1.8,-0.0176099,,
2.06,-1.9,-0.0258102,,
2.06,-2,-0.0415749,,
2.06,0,-0.0120608,,
2.06,0.1,-0.0091848,,
2.06,0.2,-0.0062824,,
2.06,0.3,-0.0034448,,
2.06,0.4,-0.0013249,,
2.06,0.5,-0.0002769,,
2.06,0.6,-0.0004542,,
2.06,0.7,-0.0004083,,
2.06,0.8,-0.0003785,,
2.06,0.9,-0.0002947,,
2.06,1,-0.0002415,,
2.06,1.1,-0.000838,,
2.06,1.2,-0.0014728,,
2.06,1.3,-0.0018701,,
2.06,1.4,-0.0019594,,
2.06,1.5,-0.0004999,,
2.06,1.6,-0.0002521,,
2.06,1.7,-0.0003582,,
2.06,1.8,-9.52E-05,,
2.06,1.9,0.0005015,,
2.06,2,0.0013734,,
2.08,-0.1,-0.0082875,,
2.08,-0.2,-0.0093232,,
2.08,-0.3,-0.0100646,,
2.08,-0.4,-0.0114403,,
2.08,-0.5,-0.0120705,,
2.08,-0.6,-0.0123556,,
2.08,-0.7,-0.0123542,,
2.08,-0.8,-0.0125425,,
2.08,-0.9,-0.0130189,,
2.08,-1,-0.0130123,,
2.08,-1.1,-0.0131342,,
2.08,-1.2,-0.01376,,
2.08,-1.3,-0.0146516,,
2.08,-1.4,-0.0163068,,
2.08,-1.5,-0.0181639,,
2.08,-1.6,-0.0218429,,
2.08,-1.7,-0.0261624,,
2.08,-1.8,-0.0330462,,
2.08,-1.9,-0.0416062,,
2.08,-2,-0.0515226,,
2.08,0,-0.0070202,,
2.08,0.1,-0.0061456,,
2.08,0.2,-0.0055372,,
2.08,0.3,-0.0049529,,
2.08,0.4,-0.0045232,,
2.08,0.5,-0.0041583,,
2.08,0.6,-0.0038191,,
2.08,0.7,-0.0035682,,
2.08,0.8,-0.0032337,,
2.08,0.9,-0.0028591,,
2.08,1,-0.0023832,,
2.08,1.1,-0.0021919,,
2.08,1.2,-0.0019491,,
2.08,1.3,-0.0017908,,
2.08,1.4,-0.001734,,
2.08,1.5,-0.0016128,,
2.08,1.6,-0.0014751,,
2.08,1.7,-0.0010963,,
2.08,1.8,-0.0001194,,
2.08,1.9,0.0011368,,
2.08,2,0.0030133,,
2.1,-0.1,-0.0164297,,
2.1,-0.2,-0.0183465,,
2.1,-0.3,-0.0198514,,
2.1,-0.4,-0.0210055,,
2.1,-0.5,-0.0217901,,
2.1,-0.6,-0.0220844,,
2.1,-0.7,-0.0225114,,
2.1,-0.8,-0.0224727,,
2.1,-0.9,-0.0223383,,
2.1,-1,-0.0228255,,
2.1,-1.1,-0.0236847,,
2.1,-1.2,-0.0247277,,
2.1,-1.3,-0.0269916,,
2.1,-1.4,-0.0287515,,
2.1,-1.5,-0.0324723,,
2.1,-1.6,-0.0364551,,
2.1,-1.7,-0.0425329,,
2.1,-1.8,-0.049144,,
2.1,-1.9,-0.0574319,,
2.1,-2,-0.0660753,,
2.1,0,-0.0149994,,
2.1,0.1,-0.0128587,,
2.1,0.2,-0.0114765,,
2.1,0.3,-0.0103971,,
2.1,0.4,-0.0093214,,
2.1,0.5,-0.0086941,,
2.1,0.6,-0.0082417,,
2.1,0.7,-0.007471,,
2.1,0.8,-0.0067524,,
2.1,0.9,-0.006154,,
2.1,1,-0.0055745,,
2.1,1.1,-0.0050024,,
2.1,1.2,-0.004634,,
2.1,1.3,-0.0042282,,
2.1,1.4,-0.0039333,,
2.1,1.5,-0.0034106,,
2.1,1.6,-0.0028407,,
2.1,1.7,-0.0015585,,
2.1,1.8,-8.89E-05,,
2.1,1.9,0.0023634,,
2.1,2,0.0052227,,
